Description,Enabled,Patel26,InError,ErrorType,Name,Priority,RuleIdentity,SupportedByTask,Legacy,BodyContainsWords,ExceptIfBodyContainsWords,FlaggedForAction,ExceptIfFlaggedForAction,FromAddressContainsWords,ExceptIfFromAddressContainsWords,From,ExceptIfFrom,HasAttachment,ExceptIfHasAttachment,HasClassification,ExceptIfHasClassification,HeaderContainsWords,ExceptIfHeaderContainsWords,MessageTypeMatches,ExceptIfMessageTypeMatches,MyNameInCcBox,ExceptIfMyNameInCcBox,MyNameInToBox,ExceptIfMyNameInToBox,MyNameInToOrCcBox,ExceptIfMyNameInToOrCcBox,MyNameNotInToBox,ExceptIfMyNameNotInToBox,ReceivedAfterDate,ExceptIfReceivedAfterDate,ReceivedBeforeDate,ExceptIfReceivedBeforeDate,RecipientAddressContainsWords,ExceptIfRecipientAddressContainsWords,SentOnlyToMe,ExceptIfSentOnlyToMe,SentTo,ExceptIfSentTo,SubjectContainsWords,ExceptIfSubjectContainsWords,SubjectOrBodyContainsWords,ExceptIfSubjectOrBodyContainsWords,WithImportance,ExceptIfWithImportance,WithinSizeRangeMaximum,ExceptIfWithinSizeRangeMaximum,WithinSizeRangeMinimum,ExceptIfWithinSizeRangeMinimum,WithSensitivity,ExceptIfWithSensitivity,ApplyCategory,ApplySystemCategory,CopyToFolder,DeleteMessage,DeleteSystemCategory,ForwardAsAttachmentTo,ForwardTo,MarkAsRead,MarkImportance,MoveToFolder,PinMessage,RedirectTo,SendTextMessageNotificationTo,SoftDeleteMessage,StopProcessingRules,DisplayAlert,PlaySound,MailboxOwnerId,IsValid,ObjectState
"If the message:
	the message was received from 'noreply@cruz2937.example'
Take the following actions:
	move the message to folder 'Frank45/Edward68/Promos'
	and stop processing more rules on this message
",TRUE,Christine13\18149210734104412161,FALSE,None,noreply@cruz2937.example,6,1.81E+19,TRUE,,,,,,,,"""noreply@cruz2937.example"" [SMTP:noreply@cruz2937.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Frank45/Edward68/Promos,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'Samantha46 A. Rachel17'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Christine13\135093699599138817,FALSE,None,Samantha46 A. Rachel17,12,1.35E+17,TRUE,,,,,,,,"""Samantha46 A. Rachel17"" [SMTP:samantha46.rachel17@cruz2942.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'noreply@cruz2945.example'
Take the following actions:
	move the message to folder 'Frank45/Edward68/Promos'
	and stop processing more rules on this message
",TRUE,Christine13\351266481712922625,FALSE,None,noreply@cruz2945.example,15,3.51E+17,TRUE,,,,,,,,"""noreply@cruz2945.example"" [SMTP:noreply@cruz2945.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Frank45/Edward68/Promos,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'AA'
Take the following actions:
	move the message to folder 'Frank45/Edward68/Promos'
	and stop processing more rules on this message
",TRUE,Christine13\927727234016346113,FALSE,None,AA,23,9.28E+17,TRUE,,,,,,,,"""AA"" [SMTP:mitchell23@cruz2948.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Frank45/Edward68/Promos,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'support@cruz2958.example'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,Christine13\2801224679002472449,TRUE,PropertiesInError,support@cruz2958.example,49,2.80E+18,TRUE,,,,,,,,"""support@cruz2958.example"" [SMTP:support@cruz2958.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the header of the message contains the words 'Betty12 Wood21 Torres23 No.'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,Christine13\2873282273040400385,TRUE,PropertiesInError,Production,50,2.87E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,Betty12 Wood21 Torres23 No.,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'Lively'
Take the following actions:
	move the message to folder 'Frank45/Edward68/Promos'
	and stop processing more rules on this message
",TRUE,Christine13\2945339867078328321,FALSE,None,Lively,51,2.95E+18,TRUE,,,,,,,,"""Lively"" [SMTP:gary23@cruz2958.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Frank45/Edward68/Promos,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'brenda26@cruz2959.example'
Take the following actions:
	move the message to folder 'Frank45/Edward68/Promos'
	and stop processing more rules on this message
",TRUE,Christine13\3017397461116256257,FALSE,None,brenda26@cruz2959.example,52,3.02E+18,TRUE,,,,,,,,"""brenda26@cruz2959.example"" [SMTP:brenda26@cruz2959.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Frank45/Edward68/Promos,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'Internet'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,Christine13\8565832202036707329,FALSE,None,Internet,129,8.57E+18,TRUE,,,,,,,,"""Internet"" [SMTP:support@cruz2992.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,Christine13,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message was sent to 'Betty12 Morgan50'
	and the message includes specific words in the subject 'Outgoing Wire Kelly58'
Take the following actions:
	delete the message
	and mark the message as Read
	and stop processing more rules on this message
",TRUE,Patel13\10778000608674709505,FALSE,None,Delete messages from MidCountry Bank,3,1.08E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Morgan50"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=452031fbb014409b81009320adaa2c3d-Betty12 Wire]",,Outgoing Wire Kelly58,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,FALSE,,,FALSE,TRUE,,,Patel13,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message was sent to 'Betty12 Morgan50'
	and the message includes specific words in the subject 'Melissa27 Wire Kelly58'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,Patel13\10850058202712637441,FALSE,None,Move messages from MidCountry Bank,5,1.09E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Morgan50"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=452031fbb014409b81009320adaa2c3d-Betty12 Wire]",,Melissa27 Wire Kelly58,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,Patel13,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez53@cruz2995.example'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Patricia12\5884857549303316482,FALSE,None,sanchez53@cruz2995.example,4,5.88E+18,TRUE,,,,,,,,"""sanchez53@cruz2995.example"" [SMTP:sanchez53@cruz2995.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'wood21@cruz2996.example'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Patricia12\7292979993389301762,FALSE,None,wood21@cruz2996.example (3),5,7.29E+18,TRUE,,,,,,,,"""wood21@cruz2996.example"" [SMTP:wood21@cruz2996.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'wood21@cruz2996.example'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Patricia12\9018301723793424386,FALSE,None,wood21@cruz2996.example (2),6,9.02E+18,TRUE,,,,,,,,"""wood21@cruz2996.example"" [SMTP:wood21@cruz2996.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'wood21@cruz2996.example'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Patricia12\6568343526503874562,FALSE,None,wood21@cruz2996.example (1),7,6.57E+18,TRUE,,,,,,,,"""wood21@cruz2996.example"" [SMTP:wood21@cruz2996.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'Scott Diane19'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Patricia12\15565077599506923522,FALSE,None,Scott Diane19,8,1.56E+19,TRUE,,,,,,,,"""Scott Diane19"" [SMTP:larry28@cruz2994.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'wood21@cruz2996.example'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Patricia12\17222120787402555394,FALSE,None,wood21@cruz2996.example,9,1.72E+19,TRUE,,,,,,,,"""wood21@cruz2996.example"" [SMTP:wood21@cruz2996.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'Floral & Gifts'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
",TRUE,Patricia12\2974570881835073538,FALSE,None,Floral & Gifts,10,2.97E+18,TRUE,,,,,,,,"""Floral & Gifts"" [SMTP:info@cruz2997.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Junk Email,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was sent to 'Benjamin13 Sandoval14'
",FALSE,Patricia12\17294178381440483330,FALSE,None,Benjamin13 emails,11,1.73E+19,FALSE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Benjamin13 Sandoval14"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c0691b144dd84976978ae9f900c69119-jonathan24]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,FALSE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was sent to 'Sheri Haines'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,Patricia12\3046628475873001474,TRUE,PropertiesInError,Sheri Emails,12,3.05E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Sheri Haines"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=101da0799cbe4cd294a55712b4576a32-Sheri]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject 'Melissa27 Wire Kelly58'
Take the following actions:
	move the message to folder 'Morgan50'
",TRUE,Patricia12\3190743663948857346,FALSE,None,Wire Timothy41,14,3.19E+18,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Melissa27 Wire Kelly58,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,FALSE,,,Patricia12,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject or body 'Melissa27 Wire Kelly58'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,patrick15\5069581346716778497,FALSE,None,Wire timothy41,1,5.07E+18,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Melissa27 Wire Kelly58,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,patrick15,TRUE,Unchanged
"If the message:
	the message was sent to 'Jose17 Cruz28 Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,justin19\11877498561291616257,FALSE,None,Declined,1,1.19E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Jose17 Cruz28 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=a7d63f8539564b6da4b4e1e7ad65ddaa-brooklynpar]",,,,Declined,,,,,,,,,,,,,FALSE,,,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",FALSE,,,FALSE,,,FALSE,TRUE,,,justin19,TRUE,Unchanged
"Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
Except if the message:
	the message is Stephanie19 Request.
",FALSE,justin19\11949556155329544193,FALSE,None,Email Forwarding,2,1.19E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,Calendaring,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,justin19,TRUE,Unchanged
"If the message:
	the message was received from 'edward48@cruz2926.example'
	and the message was sent to 'Jose17 Cruz28 Betty12'
	and the message includes specific words in the subject 'unsuccessful' or 'Successful'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,justin19\12021613749367472129,FALSE,None,Fax Success / Failure,3,1.20E+19,TRUE,,,,,,,,"""edward48@cruz2926.example"" [SMTP:edward48@cruz2926.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Jose17 Cruz28 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=a7d63f8539564b6da4b4e1e7ad65ddaa-brooklynpar]",,unsuccessful Successful,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,justin19,TRUE,Unchanged
"If the message:
	the message was received from 'nelson24@cruz298.example'
	and the message was sent to 'Jose17 Cruz28 Betty12'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,justin19\12093671343405400065,FALSE,None,Faxes,4,1.21E+19,TRUE,,,,,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Jose17 Cruz28 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=a7d63f8539564b6da4b4e1e7ad65ddaa-brooklynpar]",,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,justin19,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,Ross13\11876258161767743489,FALSE,None,Morgan50 Rule ,1,1.19E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,Ross13,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject 'Melissa27'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,Shirley15\5674664723170197505,FALSE,None,Morgan502,1,5.67E+18,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Melissa27,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,Shirley15,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'Melissa27 Wire Kelly58'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,betty14_83b6b2c1d9\11107208417427587073,TRUE,PropertiesInError,Melissa27 Wire Kelly58,2,1.11E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Melissa27 Wire Kelly58,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,betty14_83b6b2c1d9,TRUE,Unchanged
"If the message:
	the message was received from 'support@cruz293.example'
	and the message was sent to 'Janet18 Katherine13'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,betty14_83b6b2c1d9\11179266011465515009,FALSE,None,Forward messages from External Vendor 5 - System Message,3,1.12E+19,TRUE,,,,,,,,"""support@cruz293.example"" [SMTP:support@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Janet18 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=d77fca56ee694ed9a33ec6bb48a5b5a1-betty14_83b6]",,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,betty14_83b6b2c1d9,TRUE,Unchanged
"If the message:
	the message was received from 'Jonathan24 Katherine13'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,betty14_83b6b2c1d9\11251323605503442945,FALSE,None,Jonathan24 Katherine13,4,1.13E+19,TRUE,,,,,,,,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,betty14_83b6b2c1d9,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'Outgoing Wire Kelly58'
Take the following actions:
	move the message to folder 'Outgoing Morgan50'
	and stop processing more rules on this message
",FALSE,martinez23\12064638648662884353,FALSE,None,Outgoing Morgan50,5,1.21E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Outgoing Wire Kelly58,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Outgoing Morgan50,FALSE,,,FALSE,TRUE,,,martinez23,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",FALSE,martinez23\12136696242700812289,FALSE,None,Morgan50,6,1.21E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,martinez23,TRUE,Unchanged
"Take the following actions:
	forward the message to 'Daniel29 O'Connor'
",FALSE,Rebecca23\11614776476896854017,FALSE,None,Daniel29 O'Connor,3,1.16E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,"""Daniel29 O'Connor"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=81f4103b635140f5ab225ff3b74359e8-Daniel29]",FALSE,,,FALSE,,,FALSE,FALSE,,,Rebecca23,TRUE,Unchanged
"If the message:
	the message was received from 'Darla East'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,Alexander18\11194332808262713345,FALSE,None,Darla East,1,1.12E+19,TRUE,,,,,,,,"""Darla East"" [SMTP:alvarez17@cruz29103.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,Alexander18,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,Alexander18\11266390402300641281,FALSE,None,Morgan50,2,1.13E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,Alexander18,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37' and 'Jonathan24 Katherine13'
	and stop processing more rules on this message
",TRUE,bennett14\9742089964752994305,FALSE,None,Declined,1,9.74E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Declined,,,,,,,,,,,,,FALSE,,,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12] ""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",FALSE,,,FALSE,,,FALSE,TRUE,,,bennett14,TRUE,Unchanged
