"ActivityDateTime","ActivityDisplayName","AdditionalDetails.1.Key","AdditionalDetails.1.Value","AdditionalDetails.1.AdditionalProperties","AdditionalDetails.2.Key","AdditionalDetails.2.Value","AdditionalDetails.2.AdditionalProperties","Category","CorrelationId","Id","InitiatedBy.App.AppId","InitiatedBy.App.DisplayName","InitiatedBy.App.ServicePrincipalId","InitiatedBy.App.ServicePrincipalName","InitiatedBy.App.AdditionalProperties","InitiatedBy.LinkableIdentifiers.DeviceId","InitiatedBy.LinkableIdentifiers.SessionId","InitiatedBy.LinkableIdentifiers.TokenDetails.IssuedAtDateTime","InitiatedBy.LinkableIdentifiers.TokenDetails.UniqueTokenIdentifier","InitiatedBy.LinkableIdentifiers.TokenDetails.AdditionalProperties","InitiatedBy.LinkableIdentifiers.AdditionalProperties","InitiatedBy.User.DisplayName","InitiatedBy.User.HomeTenantId","InitiatedBy.User.HomeTenantName","InitiatedBy.User.IPAddress","InitiatedBy.User.Id","InitiatedBy.User.UserPrincipalName","InitiatedBy.User.AdditionalProperties","InitiatedBy.AdditionalProperties","LoggedByService","OperationType","Result","ResultReason","TargetResources.1.DisplayName","TargetResources.1.GroupType","TargetResources.1.Id","TargetResources.1.ModifiedProperties.1.DisplayName","TargetResources.1.ModifiedProperties.1.NewValue","TargetResources.1.ModifiedProperties.1.OldValue","TargetResources.1.ModifiedProperties.1.AdditionalProperties","TargetResources.1.ModifiedProperties.2.DisplayName","TargetResources.1.ModifiedProperties.2.NewValue","TargetResources.1.ModifiedProperties.2.OldValue","TargetResources.1.ModifiedProperties.2.AdditionalProperties","TargetResources.1.ModifiedProperties.3.DisplayName","TargetResources.1.ModifiedProperties.3.NewValue","TargetResources.1.ModifiedProperties.3.OldValue","TargetResources.1.ModifiedProperties.3.AdditionalProperties","TargetResources.1.Type","TargetResources.1.UserPrincipalName","TargetResources.1.AdditionalProperties","UserAgent","AdditionalProperties"
"2025-11-26 19:15:06","Add brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","7e29a407-914b-41ee-8e88-e06107652355","Directory_7e29a407-914b-41ee-8e88-e06107652355_TLDDX_1028270","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.X","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","","DelegatedPermissionGrant.ConsentType","""AllPrincipals""","","","ServicePrincipal.ObjectID","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","","ServicePrincipal","","","",""
"2025-11-26 19:15:05","Remove brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","b9d31115-7b42-43ec-8de3-d4dc7e0d43c3","Directory_b9d31115-7b42-43ec-8de3-d4dc7e0d43c3_JWGL2_24443014","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XXX.XX.XX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Unassign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","","ServicePrincipal.ObjectID","","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","ServicePrincipal","","","",""
"2025-11-26 03:19:49","Add service principal","AppId","a6c420c4-4983-4ded-8036-a0823f801e89","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a","","ApplicationManagement","ce71b7ab-a098-4a41-83cc-395f4c739cf0","Directory_ce71b7ab-a098-4a41-83cc-395f4c739cf0_CM3HQ_298486746","","Microsoft Azure AD Internal - Jit Provisioning","","","","","","","","","","","","","","","","","","Core Directory","Add","success","","Joan Maria Alexander2 Nancy2 Virginia","","7e9e26f6-950e-467a-8d16-b4cbe03f089e","AccountEnabled","[true]","[]","","AppPrincipalId","[""a6c420c4-4983-4ded-8036-a0823f801e89""]","[]","","DisplayName","[""Virginia App Ramos2 Larry2 Pamela""]","[]","","ServicePrincipal","","","",""
"2025-11-25 21:02:30","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","ad1a8276-550c-4109-8ac5-3fa3f7959153","SSGM_ad1a8276-550c-4109-8ac5-3fa3f7959153_IFFAX_89103982","","","","","","","","","","","","","","","20.190.157.136","63d1dce8-a9db-46f5-8811-84e6db1b31b3","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-25 19:15:30","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","f42490a1-f2ff-41f6-8ce3-ca2a75ea0a93","SSGM_f42490a1-f2ff-41f6-8ce3-ca2a75ea0a93_ISTVN_33619869","","","","","","","","","","","","","","","20.190.154.200","ee731e1c-d31f-4db8-8e44-6af2c4dcca71","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-25 19:14:55","Add brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","c5f94033-38a0-4fdd-8f89-28495ca6cbac","Directory_c5f94033-38a0-4fdd-8f89-28495ca6cbac_UF1OY_6678783","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.XXX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","","DelegatedPermissionGrant.ConsentType","""AllPrincipals""","","","ServicePrincipal.ObjectID","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","","ServicePrincipal","","","",""
"2025-11-25 19:14:54","Remove brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","fe8f2f2e-edf6-463a-891e-e6443d7a4056","Directory_fe8f2f2e-edf6-463a-891e-e6443d7a4056_031LS_27344880","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XXX.XX.XX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Unassign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","","ServicePrincipal.ObjectID","","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","ServicePrincipal","","","",""
"2025-11-24 19:15:29","GroupLifecyclePolicies_Get","","","","","","","GroupManagement","e026b41b-01a9-49ff-81ed-9b7f82b27a86","SSGM_e026b41b-01a9-49ff-81ed-9b7f82b27a86_QIG74_18198727","","","","","","","","","","","","","","","40.126.26.90","ee731e1c-d31f-4db8-8e44-6af2c4dcca71","","","","Self-service Group Matthew2","Update","success","OK","","","c4462267-6bd3-47b5-8ff9-b672b605f356","","","","","","","","","","","","","N/A","","","",""
"2025-11-24 19:14:55","Add brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","8a5e5418-d56a-4fcb-8240-e9ea590dfb5a","Directory_8a5e5418-d56a-4fcb-8240-e9ea590dfb5a_ESKYF_17535903","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XX.XXX.X","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Assign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","","DelegatedPermissionGrant.ConsentType","""AllPrincipals""","","","ServicePrincipal.ObjectID","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","","ServicePrincipal","","","",""
"2025-11-24 19:14:54","Remove brown permission grant","AppId","00000003-0000-0000-c000-000000000000","","","","","ApplicationManagement","717eaf55-0254-4471-8b1f-cd35cb3794c3","Directory_717eaf55-0254-4471-8b1f-cd35cb3794c3_VR0ZO_2775029","","","","","","","","","","","","External Vendor 1, Inc. Technician","","","XX.XXX.XX.XX","4ee05b76-468e-4c5d-87c5-d683cd95d400","user_ryan@chavez22.example","","","Core Directory","Unassign","success","","Joshua3 Ross","","9843debe-3f96-45eb-8700-2e51060e50e7","DelegatedPermissionGrant.Scope","","""DelegatedPermissionGrant.Read.All Directory.Read.All AppRoleAssignment.ReadWrite.All""","","DelegatedPermissionGrant.ConsentType","","""AllPrincipals""","","ServicePrincipal.ObjectID","","""ee731e1c-d31f-4db8-8e44-6af2c4dcca71""","","ServicePrincipal","","","",""

