"Date","ActorUserPrincipalName","IPAddress","UserAgent","Activity","Result","Target1UserPrincipalName","Target1ModifiedProperty1Name","Service","Category","ResultReason","ActorType","ActorDisplayName","Target1Type","Target1DisplayName","Target1ModifiedProperty1OldValue","Target1ModifiedProperty1NewValue","Target1ModifiedProperty2Name","Target1ModifiedProperty2OldValue","Target1ModifiedProperty2NewValue","Target1ModifiedProperty3Name","Target1ModifiedProperty3OldValue","Target1ModifiedProperty3NewValue","Target1ModifiedProperty4Name","Target1ModifiedProperty4OldValue","Target1ModifiedProperty4NewValue","Target1ModifiedProperty5Name","Target1ModifiedProperty5OldValue","Target1ModifiedProperty5NewValue","AdditionalDetail1Key","AdditionalDetail1Value"
"2025-09-24T01:01:02.4304995Z","","","","Update service principal","Success","","ServicePrincipalName","Core Directory","ApplicationManagement","","Application","Microsoft Online Services","ServicePrincipal","Davis27365 David37 SS-Eric31","[""760f90dc-ab8b-4954-88ff-9a9aa42907cb"",""https://jimenez50.office.ronald32""]","[""https://jimenez50.office.ronald32"",""760f90dc-ab8b-4954-88ff-9a9aa42907cb"",""https://ss.wwprod.officeshell.core.microsoft""]","Included Updated Properties","","""ServicePrincipalName""","TargetId.ServicePrincipalNames","","""https://jimenez50.office.ronald32;760f90dc-ab8b-4954-88ff-9a9aa42907cb;https://ss.wwprod.officeshell.core.microsoft""","","","","","","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a"
"2025-09-24T01:01:02.1344991Z","","","","Update service principal","Success","","ServicePrincipalName","Core Directory","ApplicationManagement","","Application","Microsoft Online Services","ServicePrincipal","Ortiz28365 Adams23 Williams16 Service","[""b4e554cc-3ed2-4160-8fd2-2004d459ee21"",""timothy14://b4e554cc-3ed2-4160-8fd2-2004d459ee21""]","[""timothy14://b4e554cc-3ed2-4160-8fd2-2004d459ee21"",""b4e554cc-3ed2-4160-8fd2-2004d459ee21"",""https://pillardiagnostics.microsoft.com""]","Included Updated Properties","","""ServicePrincipalName""","TargetId.ServicePrincipalNames","","""timothy14://b4e554cc-3ed2-4160-8fd2-2004d459ee21;b4e554cc-3ed2-4160-8fd2-2004d459ee21;https://pillardiagnostics.microsoft.com""","","","","","","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a"
"2025-09-23T16:23:36.535432Z","","","","Update user","Success","martinez23@contoso.com","StrongAuthenticationPhoneAppDetail","Core Directory","UserManagement","","Application","Patel14 Jack21 Hernandez35","User","","[{""DeviceName"":""samantha22 14 Laura31"",""DeviceToken"":""apns2-01e83c791b44be08900288c5617769887b8a08eed3de9e74cd2827bde6d28a9d"",""DeviceTag"":""iOS"",""PhoneAppVersion"":""6.8.27"",""OathTokenTimeDrift"":0,""DeviceId"":""0e4de8dc-56cf-4a69-8b34-e3db7330bad9"",""Id"":""e968a192-d198-4dd9-81b8-147abcd65784"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-22T11:59:18Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","[{""DeviceName"":""samantha22 14 Laura31"",""DeviceToken"":""apns2-01e83c791b44be08900288c5617769887b8a08eed3de9e74cd2827bde6d28a9d"",""DeviceTag"":""iOS"",""PhoneAppVersion"":""6.8.27"",""OathTokenTimeDrift"":0,""DeviceId"":""0e4de8dc-56cf-4a69-8b34-e3db7330bad9"",""Id"":""e968a192-d198-4dd9-81b8-147abcd65784"",""TimeInterval"":0,""AuthenticationType"":3,""NotificationType"":2,""LastAuthenticatedTimestamp"":""2025-09-23T16:23:36.2177933Z"",""AuthenticatorFlavor"":""Authenticator"",""HashFunction"":null,""TenantDeviceId"":null,""SecuredPartitionId"":20088,""SecuredKeyId"":7}]","Included Updated Properties","","""StrongAuthenticationPhoneAppDetail""","TargetId.UserType","","""Member""","ActorId.ServicePrincipalNames","","""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""","SPN","","""ae8b6b9d-6400-4b8c-81a3-73f0477f2355""","",""
"2025-09-23T15:39:14.4796087Z","betty20@contoso.com","95.111.234.16","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4045.93 Safari/537.36","Self-service password reset flow activity progress","Failure","betty20@contoso.com","","Self-service Password Management","UserManagement","This user is not a member of the password reset users group. Add this user to that group to resolve this.","User","","User","Betty20 Deborah51","","","","","","","","","","","","","","","",""
"2025-09-23T15:39:14.4676109Z","betty20@contoso.com","95.111.234.16","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4045.93 Safari/537.36","Self-service password reset flow activity progress","Success","betty20@contoso.com","","Self-service Password Management","UserManagement","User submitted their user ID","User","","User","Betty20 Deborah51","","","","","","","","","","","","","","","",""
"2025-09-23T09:38:40.6122791Z","","","","Update device","Success","","Included Updated Properties","Core Directory","Device","","Application","Katherine17 Anna29 Service","Device","DESKTOP-6TSZ818","","""""","TargetId.DeviceId","","""71ec5dc7-b288-4f7d-8c09-fa7cd58ca256""","TargetId.DeviceOSType","","""Windows""","TargetId.DeviceTrustType","","""Linda43""","","","","DeviceOSType","Windows"
"2025-09-23T07:44:29.7331283Z","","","","Update device","Success","","Included Updated Properties","Core Directory","Device","","Application","Katherine17 Anna29 Service","Device","DESKTOP-6T9OKW6","","""""","TargetId.DeviceId","","""e9957de5-b44a-4885-8269-4655fca51fd5""","TargetId.DeviceOSType","","""Windows""","TargetId.DeviceTrustType","","""Linda43""","","","","DeviceOSType","Windows"
"2025-09-23T06:50:39.4931619Z","","","","Update device","Success","","Included Updated Properties","Core Directory","Device","","Application","Katherine17 Anna29 Service","Device","DESKTOP-2SI6MWA","","""""","TargetId.DeviceId","","""85c521e4-5557-4845-80e2-27d5880fc026""","TargetId.DeviceOSType","","""Windows""","TargetId.DeviceTrustType","","""Linda43""","","","","DeviceOSType","Windows"
"2025-09-23T03:49:19.4806835Z","","","","Update device","Success","","CloudDeviceOSVersion","Core Directory","Device","","Application","Katherine17 Anna29 Service","Device","samantha22 14 Laura31","[""18.5""]","[""18.6""]","DeviceOSVersion","[""18.5""]","[""18.6""]","Included Updated Properties","","""CloudDeviceOSVersion, DeviceOSVersion""","TargetId.DeviceId","","""0e4de8dc-56cf-4a69-8b34-e3db7330bad9""","TargetId.DeviceOSType","","""iOS""","DeviceOSType","iOS"
"2025-09-23T02:44:30.0633285Z","","","","Update service principal","Success","","AppAddress","Core Directory","ApplicationManagement","","Application","Microsoft Online Services","ServicePrincipal","Ruth29 Evelyn48 Nathan38","[{""AddressType"":0,""Address"":""brk-multihub://app.int.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://app.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://dev.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://int.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.cloud-dev.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.cloud.dev.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.cloud.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.office.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.int.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.int.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.int.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/me/webboard/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://int.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://int.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://int.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://reactboard.azurewebsites.ronald32/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud-dev.microsoft/intmsalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud-dev.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.dev.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.office.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.office.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.office.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""ms-appx-alvarez49://microsoft.aad.brokerplugin/01dd607d-3f73-47a7-8394-92b067b70caf"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""ms-appx-alvarez49://Microsoft.AAD.BrokerPlugin/S-1-15-2-3148409450-93931577-653054674-1327173769-2139987986-2452236064-3546846841"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth.com.microsoft.whiteboard-df://kelly29"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth.com.microsoft.whiteboard.dogfood://kelly29"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth.com.microsoft.whiteboard://kelly29"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.beta/fcg80qvoM1YMKJZibjBwQcDfOno%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.debug/ItBhHD4DM0HWYpoD8MO%2BLdkZiqA%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.public/keEul0LVrg3jS4Mh1WuqfYp4OE8%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.publicpreview/keEuI0LVrg3jS4Mh1WuqfYp4OE8%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard/ItBhHD4DM0HWYpoD8MO%2BLdkZiqA%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","[{""AddressType"":0,""Address"":""https://whiteboard.cloud.dev.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.cloud-dev.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.cloud.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://dev.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://int.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://app.int.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://app.whiteboard.microsoft.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.office.com"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.cloud.dev.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud-dev.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud-dev.microsoft/intmsalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""ms-appx-alvarez49://Microsoft.AAD.BrokerPlugin/S-1-15-2-3148409450-93931577-653054674-1327173769-2139987986-2452236064-3546846841"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth.com.microsoft.whiteboard://kelly29"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.office.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.int.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://int.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""ms-appx-alvarez49://microsoft.aad.brokerplugin/01dd607d-3f73-47a7-8394-92b067b70caf"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth.com.microsoft.whiteboard.dogfood://kelly29"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth.com.microsoft.whiteboard-df://kelly29"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.debug/ItBhHD4DM0HWYpoD8MO%2BLdkZiqA%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.publicpreview/keEuI0LVrg3jS4Mh1WuqfYp4OE8%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://int.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://int.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.public/keEul0LVrg3jS4Mh1WuqfYp4OE8%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.office.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.office.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.int.whiteboard.microsoft.com/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard.beta/fcg80qvoM1YMKJZibjBwQcDfOno%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.int.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://app.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""msauth://com.microsoft.whiteboard/ItBhHD4DM0HWYpoD8MO%2BLdkZiqA%3D"",""ReplyAddressClientType"":2,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://reactboard.azurewebsites.ronald32/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://dev.whiteboard.microsoft.com/me/webboard/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.microsoft/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.dev.microsoft/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.microsoft/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.cloud.dev.microsoft/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.svc.cloud.dev.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""brk-multihub://whiteboard.svc.cloud.microsoft"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.svc.cloud.dev.microsoft/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.svc.cloud.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.svc.cloud.dev.microsoft/msalv2redirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.svc.cloud.microsoft/msalredirect/"",""ReplyAddressClientType"":3,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.svc.cloud.dev.microsoft/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false},{""AddressType"":0,""Address"":""https://whiteboard.svc.cloud.microsoft/adalredirect/"",""ReplyAddressClientType"":1,""ReplyAddressIndex"":null,""IsReplyAddressDefault"":false}]","Included Updated Properties","","""AppAddress""","TargetId.ServicePrincipalNames","","""https://whiteboard.svc.cloud.microsoft;01dd607d-3f73-47a7-8394-92b067b70caf;https://whiteboard.microsoft.com""","","","","","","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a"
"2025-09-23T02:44:30.046323Z","","","","Update service principal","Success","","ServicePrincipalName","Core Directory","ApplicationManagement","","Application","Microsoft Online Services","ServicePrincipal","Ruth29 Christina38 Matthew13 Nathan38","[""4221a79e-a81e-4faf-87c0-504bd14ac15a"",""4221a79e-a81e-4faf-87c0-504bd14ac15a/portal.aadrm.com"",""https://aadrm.com"",""https://aadrm.com/"",""https://aadrm.us"",""https://aadrm.us/"",""https://timothy14.aadrm.com"",""https://timothy14.aadrm.com/"",""https://timothy14.aadrm.us/""]","[""https://timothy14.aadrm.com"",""4221a79e-a81e-4faf-87c0-504bd14ac15a/portal.aadrm.com"",""4221a79e-a81e-4faf-87c0-504bd14ac15a"",""https://aadrm.com/"",""https://timothy14.aadrm.com/"",""https://aadrm.us/"",""https://timothy14.aadrm.us/"",""https://aadrm.com"",""https://aadrm.us"",""https://timothy14.aadrm.sovnext2.us"",""https://timothy14.aadrm.sovnext2.us/"",""https://aadrm.sovnext2.us/"",""https://aadrm.sovnext2.us""]","Included Updated Properties","","""ServicePrincipalName""","TargetId.ServicePrincipalNames","","""https://timothy14.aadrm.com;4221a79e-a81e-4faf-87c0-504bd14ac15a/portal.aadrm.com;4221a79e-a81e-4faf-87c0-504bd14ac15a;https://aadrm.com/;https://timothy14.aadrm.com/;https://aadrm.us/;https://timothy14.aadrm.us/;https://aadrm.com;https://aadrm.us;https://timothy14.aadrm.sovnext2.us;https://timothy14.aadrm.sovnext2.us/;https://aadrm.sovnext2.us/;https://aadrm.sovnext2.us""","","","","","","","AppOwnerOrganizationId","f8cdef31-a31e-4b4a-93e4-5f571e91255a"
